WadeInstrFirst,Gender,WadeGPA,Instructors,ICESRating,Subject,WadeInstrLast,GrayInstrFirst,CRN,Salary,ICESTA,Course
,NONE,NONE,,NONE,ACE,,,41379,,,295
,NONE,NONE,"R,Endres;Y,Yamasaki;",NONE,ACE,,,72902,,,300
,NONE,NONE,"R,Endres;Y,Yamasaki;",NONE,ACE,,,72903,,,300
,NONE,NONE,"A,Collishaw;R,Endres;",EXCELLENT,ACE,,,73014,,True,300
,NONE,NONE,"A,Collishaw;R,Endres;",EXCELLENT,ACE,,,73015,,True,300
r,NONE,3.16,"R,Endres;",NONE,ACE,endres,,72901,,,300
,NONE,NONE,"R,Endres;M,Wei;",OUTSTANDING,ACE,,,73096,,True,310
,NONE,NONE,"R,Endres;M,Wei;",OUTSTANDING,ACE,,,73097,,True,310
r,NONE,3.05,"R,Endres;",OUTSTANDING,ACE,endres,,36772,,False,310
,NONE,NONE,"D,Planty;",NONE,ACE,,,65658,,,321
k,NONE,3.69,"K,Graber;",EXCELLENT,ACE,graber,,65063,,False,341
l,NONE,3.83,"L,Karplus;",EXCELLENT,ACE,karplus,,65167,,False,341
j,NONE,3.96,"S,Elam;P,Fee;J,Kuebler;",EXCELLENT,ACE,kuebler,,65064,,False,341
c,NONE,3.79,"C,Helton;",NONE,ACE,helton,,44207,,,341
n,NONE,3.68,"N,Paulson;",EXCELLENT,ACE,paulson,,53592,,False,345
j,NONE,3.79,"J,Breen;",NONE,ACE,breen,,60156,,,346
,NONE,NONE,"W,Campbell;",NONE,ACE,,,70958,,,360
,NONE,NONE,"W,Campbell;",NONE,ACE,,,75104,,,360
,NONE,NONE,"W,Campbell;",NONE,ACE,,,75105,,,360
,NONE,NONE,"W,Campbell;",NONE,ACE,,,75106,,,360
,NONE,NONE,,NONE,ACE,,,10068,,,396
,NONE,NONE,"D,Sanchez;",OUTSTANDING,ACE,,,66721,,False,398
,NONE,NONE,"P,McNamara;",NONE,ACE,,,68273,,,398
,NONE,NONE,"D,Sanchez;",OUTSTANDING,ACE,,,52115,,False,398
,NONE,NONE,"W,Campbell;",NONE,ACE,,,73629,,,398
a,NONE,3.05,"B,Endres;",EXCELLENT,ACE,endres,,48924,,False,406
,NONE,NONE,"B,Endres;",EXCELLENT,ACE,,,48925,,False,406
s,NONE,3.62,"S,Janzen;",EXCELLENT,ACE,janzen,,62829,,False,411
s,NONE,2.97,"M,Gerveni;S,Irwin;",EXCELLENT,ACE,irwin,,64899,,True,427
m,NONE,2.92,"M,Robe;",NONE,ACE,robe,,43123,,,428
k,NONE,3.89,"K,Irani;",NONE,ACE,irani,,29710,,,435
a,NONE,3.44,"A,Elmore;I,Flores Caceres;",EXCELLENT,ACE,elmore,,51727,,True,444
,NONE,NONE,"A,Elmore;I,Flores Caceres;",EXCELLENT,ACE,,,51728,,True,444
c,NONE,3.78,"S,Allen;C,Lemoine;",EXCELLENT,ACE,lemoine,,47126,,False,445
,NONE,NONE,,NONE,ACE,,,66684,,,452
w,NONE,3.17,"W,Ridley;",OUTSTANDING,ACE,ridley,,56174,,False,455
,NONE,NONE,"A,Lyons;D,Pingali;",NONE,ACE,,,73650,,,474
a,NONE,2.6,"A,Lyons;D,Pingali;",NONE,ACE,lyons,,73276,,,474
,NONE,NONE,"J,Jia;A,Lyons;",NONE,ACE,,,36269,,,476
a,NONE,3.05,"J,Jia;A,Lyons;",NONE,ACE,lyons,,36268,,,476
,NONE,NONE,,NONE,ACE,,,10074,,,496
,NONE,NONE,"M,Robe;",NONE,ACE,,,59467,,,499
,NONE,NONE,"P,McNamara;",NONE,ACE,,,61056,,,499
,NONE,NONE,"W,Ridley;",OUTSTANDING,ACE,,,29725,,False,500
,NONE,NONE,"C,Nelson;",NONE,ACE,,,29727,,,501
,NONE,NONE,"M,Skidmore;",NONE,ACE,,,56350,,,516
,NONE,NONE,"M,Serra Devesa;",NONE,ACE,,,47370,,,520
,NONE,NONE,"J,Janzen;",NONE,ACE,,,43287,,,527
,NONE,NONE,"H,Michelson;",NONE,ACE,,,77574,,,557
,NONE,NONE,"S,Janzen;",NONE,ACE,,,77573,,,559
,NONE,NONE,"N,Paulson;",EXCELLENT,ACE,,,29715,,False,562
,NONE,NONE,"N,Paulson;",EXCELLENT,ACE,,,48582,,False,564
,NONE,NONE,"M,Robe;",NONE,ACE,,,62510,,,569
,NONE,NONE,,NONE,ACE,,,10085,,,591
,NONE,NONE,"P,Christensen;",EXCELLENT,ACE,,,67217,,False,592
,NONE,NONE,"E,Larson;",NONE,ACE,,,60887,,,592
,NONE,NONE,"N,Paulson;",NONE,ACE,,,59238,,,592
,NONE,NONE,"B,Endres;",NONE,ACE,,,65581,,,592
,NONE,NONE,"D,Bullock;",EXCELLENT,ACE,,,46046,,False,592
,NONE,NONE,"J,Hutchins;J,Janzen;",NONE,ACE,,,41807,,,594
,NONE,NONE,"P,Goldsmith;",NONE,ACE,,,59421,,,594
,NONE,NONE,"M,Arends-Kuenning;C,Herrera Almanza;S,Janzen;H,Michelson;W,Ridley;A,Winter-Nelson;",NONE,ACE,,,50314,,,594
,NONE,NONE,"P,Christensen;",NONE,ACE,,,31428,,,594
,NONE,NONE,"S,Dall'Erba;",NONE,ACE,,,67392,,,594
,NONE,NONE,,NONE,ACE,,,10089,,,599
d,NONE,3.89,"D,Edmonds;J,Emmert;",OUTSTANDING,ACES,edmonds,,51579,,False,101
a,NONE,3.71,"J,Emmert;A,Knepp;",OUTSTANDING,ACES,knepp,,51580,,False,101
j,NONE,3.94,"J,Emmert;",OUTSTANDING,ACES,emmert,,51582,,False,101
,NONE,NONE,"J,Emmert;A,Schneider;",EXCELLENT,ACES,,,51583,,False,101
,NONE,NONE,"P,Davidson;J,Emmert;",OUTSTANDING,ACES,,,51584,,False,101
,NONE,NONE,"J,Emmert;L,Honegger;",OUTSTANDING,ACES,,,51585,,False,101
g,NONE,3.71,"J,Emmert;G,Schnitkey;",OUTSTANDING,ACES,schnitkey,,51586,,False,101
a,NONE,3.87,"A,Elmore;J,Emmert;",OUTSTANDING,ACES,elmore,,51587,,False,101
a,NONE,3.86,"A,Elmore;J,Emmert;",OUTSTANDING,ACES,elmore,,51588,,False,101
,NONE,NONE,"J,Emmert;C,Smith;",EXCELLENT,ACES,,,51589,,True,101
a,NONE,3.63,"J,Emmert;A,Schneider;",EXCELLENT,ACES,schneider,,51590,,False,101
m,NONE,3.88,"M,Bohn;J,Emmert;",OUTSTANDING,ACES,bohn,,51591,,False,101
a,NONE,3.48,"J,Emmert;A,Schneider;",EXCELLENT,ACES,schneider,,51592,,False,101
j,NONE,3.88,"J,Emmert;",OUTSTANDING,ACES,emmert,,51593,,False,101
d,NONE,3.74,"D,Edmonds;J,Emmert;",OUTSTANDING,ACES,edmonds,,51596,,False,101
,NONE,NONE,"J,Emmert;L,Karplus;",OUTSTANDING,ACES,,,51599,,False,101
l,NONE,3.84,"J,Emmert;L,Honegger;",OUTSTANDING,ACES,honegger,,51600,,False,101
,NONE,NONE,"J,Emmert;",OUTSTANDING,ACES,,,68954,,False,101
,NONE,NONE,"J,Emmert;",OUTSTANDING,ACES,,,68955,,False,101
,NONE,NONE,"J,Emmert;",OUTSTANDING,ACES,,,68956,,False,101
,NONE,NONE,"J,Emmert;",OUTSTANDING,ACES,,,72120,,False,101
d,NONE,3.71,"D,Reid;",NONE,ACES,reid,,61977,,,179
d,NONE,3.28,"D,Reid;",NONE,ACES,reid,,61978,,,179
,NONE,NONE,,NONE,ACES,,,10094,,,199
,NONE,NONE,"B,Gregg;",EXCELLENT,ACES,,,40639,,False,200
,NONE,NONE,,NONE,ACES,,,10098,,,293
,NONE,NONE,,NONE,ACES,,,11769,,,295
,NONE,NONE,,NONE,ACES,,,10104,,,298
,NONE,NONE,"A,Freter;",NONE,ACES,,,29753,,,298
,NONE,NONE,"G,Ochs;",NONE,ACES,,,70879,,,298
,NONE,NONE,"A,Ball;A,Freter;",NONE,ACES,,,29741,,,299
c,NONE,3.9,"C,Arreazola;S,Hall;",EXCELLENT,ADV,arreazola,,61083,,False,150
c,NONE,3.72,"C,Arreazola;S,Hall;",EXCELLENT,ADV,arreazola,,61084,,False,150
n,NONE,3.91,"N,Faisal;S,Hall;",EXCELLENT,ADV,faisal,,77246,,False,150
n,NONE,3.6,"N,Faisal;S,Hall;",EXCELLENT,ADV,faisal,,77249,,False,150
y,NONE,3.69,"S,Hall;Y,Lee;",EXCELLENT,ADV,lee,,77251,,True,150
y,NONE,3.77,"S,Hall;Y,Lee;",EXCELLENT,ADV,lee,,77253,,True,150
y,NONE,3.54,"S,Hall;M,Wang;",EXCELLENT,ADV,wang,,77254,,True,150
y,NONE,3.46,"S,Hall;M,Wang;",EXCELLENT,ADV,wang,,77256,,True,150
,NONE,NONE,"S,Hall;",EXCELLENT,ADV,,,61085,,False,150
j,NONE,3.27,"P,Baptiste;J,Chambers;",NONE,ADV,chambers,,77054,,,175
,NONE,NONE,"S,Hall;",NONE,ADV,,,45303,,,199
h,NONE,3.23,"H,Taneja;",NONE,ADV,taneja,,77065,,,200
,NONE,NONE,"H,Taneja;",NONE,ADV,,,77092,,,200
,NONE,NONE,"H,Taneja;",NONE,ADV,,,77064,,,200
d,NONE,3.24,"D,Clifton;",NONE,ADV,clifton,,71553,,,270
,NONE,NONE,"S,Lee;P,Vargas;",NONE,ADV,,,63619,,,281
s,NONE,2.81,"S,Lee;P,Vargas;",NONE,ADV,lee,,69475,,,281
n,NONE,2.97,"N,Rahman;P,Vargas;",NONE,ADV,rahman,,71431,,,281
n,NONE,2.81,"N,Rahman;P,Vargas;",NONE,ADV,rahman,,71432,,,281
,NONE,NONE,"P,Vargas;",NONE,ADV,,,61086,,,281
s,NONE,3.75,"S,Meron;J,Zhang;",EXCELLENT,ADV,zhang,,65173,,False,283
s,NONE,3.83,"S,Meron;S,Park;",EXCELLENT,ADV,park,,62716,,True,283
s,NONE,3.87,"S,Meron;J,Zhang;",EXCELLENT,ADV,zhang,,64451,,False,283
s,NONE,3.66,"S,Meron;S,Park;",EXCELLENT,ADV,park,,77072,,True,283
,NONE,NONE,"S,Meron;",EXCELLENT,ADV,,,70087,,False,283
u,NONE,3.68,"U,Chung;B,Duff;A,Mabry-Flynn;",EXCELLENT,ADV,chung,,65174,,True,284
u,NONE,3.72,"U,Chung;B,Duff;A,Mabry-Flynn;",EXCELLENT,ADV,chung,,69335,,True,284
w,NONE,3.38,"B,Duff;W,Liu;A,Mabry-Flynn;",NONE,ADV,liu,,71433,,,284
w,NONE,3.01,"B,Duff;W,Liu;A,Mabry-Flynn;",NONE,ADV,liu,,71435,,,284
,NONE,NONE,"B,Duff;A,Mabry-Flynn;",NONE,ADV,,,62721,,,284
s,NONE,3.52,"S,Muirhead;",EXCELLENT,ADV,muirhead,,77069,,False,290
,NONE,NONE,"C,Wilson;",NONE,ADV,,,77070,,,290
c,NONE,3.28,"C,Wilson;",NONE,ADV,wilson,,77644,,,301
,NONE,NONE,"J,Fisher;",EXCELLENT,ADV,,,69167,,False,305
j,NONE,3.5,"J,Hitchon;",EXCELLENT,ADV,hitchon,,57971,,False,310
m,NONE,3.39,"M,Dunker;",NONE,ADV,dunker,,77052,,,314
d,NONE,3.33,"D,Clifton;",NONE,ADV,clifton,,71554,,,320
,NONE,NONE,"J,Hitchon;",NONE,ADV,,,57969,,,350
,NONE,NONE,"K,Watson;",OUTSTANDING,ADV,,,57970,,False,350
d,NONE,3.02,"D,Clifton;",NONE,ADV,clifton,,71555,,,370
p,NONE,3.3,"P,Sheldon;",NONE,ADV,sheldon,,61087,,,390
,NONE,NONE,"S,Hall;",EXCELLENT,ADV,,,76385,,False,392
a,NONE,3.59,"A,Mabry-Flynn;",NONE,ADV,mabry-flynn,,61088,,,393
,NONE,NONE,,NONE,ADV,,,68375,,,396
,NONE,NONE,,NONE,ADV,,,10112,,,400
,NONE,NONE,"M,Yao;",NONE,ADV,,,50465,,,400
,NONE,NONE,"B,Duff;",NONE,ADV,,,29747,,,400
t,NONE,3.94,"T,Kasdan;",OUTSTANDING,ADV,kasdan,,64821,,False,409
j,NONE,3.79,"J,Wirtz;",NONE,ADV,wirtz,,51297,,,410
,NONE,NONE,"J,Wirtz;",NONE,ADV,,,72947,,,410
,NONE,NONE,"P,Sheldon;",NONE,ADV,,,53466,,,452
,NONE,NONE,"P,Sheldon;",NONE,ADV,,,53225,,,452
d,NONE,3.24,"C,Ham;D,Lee;",NONE,ADV,lee,,62726,,,460
d,NONE,3.67,"C,Ham;D,Lee;",NONE,ADV,lee,,61094,,,460
w,NONE,3.47,"C,Ham;W,Kim;",OUTSTANDING,ADV,kim,,72929,,True,460
w,NONE,3.32,"C,Ham;W,Kim;",OUTSTANDING,ADV,kim,,77077,,True,460
,NONE,NONE,"C,Ham;",NONE,ADV,,,72399,,,460
,NONE,NONE,"P,Vargas;",NONE,ADV,,,61095,,,478
,NONE,NONE,"M,Fukada;L,Su;",EXCELLENT,ADV,,,77066,,False,480
,NONE,NONE,"M,Fukada;L,Su;",EXCELLENT,ADV,,,77068,,False,480
k,NONE,3.33,"K,Wise;",EXCELLENT,ADV,wise,,63554,,False,483
k,NONE,3.37,"K,Wise;",EXCELLENT,ADV,wise,,51300,,False,483
r,NONE,3.46,"R,Ray;",NONE,ADV,ray,,72933,,,483
,NONE,NONE,"R,Tenneti;",EXCELLENT,ADV,,,68228,,False,490
,NONE,NONE,"M,Peacock;",OUTSTANDING,ADV,,,41798,,False,491
e,NONE,3.5,"E,Maslowska;",NONE,ADV,maslowska,,67892,,,492
,NONE,NONE,"M,Peacock;",NONE,ADV,,,50823,,,495
,NONE,NONE,"M,Peacock;",NONE,ADV,,,50839,,,495
,NONE,NONE,"M,Phillips;",NONE,ADV,,,63503,,,495
,NONE,NONE,"D,Clifton;",NONE,ADV,,,63495,,,495
,NONE,NONE,,NONE,ADV,,,64824,,,496
,NONE,NONE,"S,Meron;",EXCELLENT,ADV,,,62727,,False,498
s,NONE,3.81,"S,Meron;",EXCELLENT,ADV,meron,,64458,,False,498
,NONE,NONE,"M,Peacock;",OUTSTANDING,ADV,,,64459,,False,498
,NONE,NONE,"M,Peacock;",OUTSTANDING,ADV,,,64460,,False,498
,NONE,NONE,"S,Sar;",OUTSTANDING,ADV,,,29768,,False,550
,NONE,NONE,"A,Mabry-Flynn;",NONE,ADV,,,57980,,,580
,NONE,NONE,"H,Taneja;",NONE,ADV,,,72995,,,581
,NONE,NONE,"C,Ham;",OUTSTANDING,ADV,,,29771,,False,587
,NONE,NONE,,NONE,ADV,,,10116,,,590
,NONE,NONE,"M,Yao;",NONE,ADV,,,42739,,,590
,NONE,NONE,"J,Fisher;",NONE,ADV,,,69384,,,594
,NONE,NONE,"M,Yao;",NONE,ADV,,,60131,,,598
,NONE,NONE,,NONE,ADV,,,10120,,,599
,NONE,NONE,"N,Zahedi Mehr;",NONE,AE,,,76212,,,100
,NONE,NONE,"N,Zahedi Mehr;",NONE,AE,,,55762,,,100
n,NONE,3.81,"N,Zahedi Mehr;",NONE,AE,zahedi mehr,,46515,,,100
,NONE,NONE,"E,Wroblewski;",NONE,AE,,,46516,,,100
,NONE,NONE,"E,Wroblewski;",NONE,AE,,,76211,,,100
g,NONE,3.87,"E,Wroblewski;",NONE,AE,wroblewski,,63909,,,100
j,NONE,3.37,"J,Laystrom-Woodard;",NONE,AE,laystrom-woodar,,73403,,,140
j,NONE,3.15,"J,Laystrom-Woodard;",NONE,AE,laystrom-woodar,,73404,,,140
,NONE,NONE,,NONE,AE,,,10004,,,199
j,NONE,3.71,"J,Merret;",EXCELLENT,AE,merret,,67368,,False,199
,NONE,NONE,"L,Gerhold;",NONE,AE,,,71047,,,199
,NONE,NONE,"Z,Putnam;",NONE,AE,,,55736,,,202
,NONE,NONE,"L,Gerhold;E,Waddington;",NONE,AE,,,64340,,,298
,NONE,NONE,"L,Gerhold;",NONE,AE,,,62043,,,298
l,NONE,3.62,"L,Villafane Roca;",NONE,AE,villafane roca,,29785,,,311
k,NONE,3.31,"K,Stephani;",NONE,AE,stephani,,66643,,,312
j,NONE,2.43,"J,Baur;",NONE,AE,baur,,29786,,,321
j,NONE,2.84,"J,Lambros;",EXCELLENT,AE,lambros,,66645,,False,323
s,NONE,3.93,"S,Eggl;",NONE,AE,eggl,,29788,,,352
m,NONE,2.56,"M,Ornik;",EXCELLENT,AE,ornik,,66644,,False,353
h,NONE,2.44,"H,Tran;",NONE,AE,tran,,77831,,,370
,NONE,NONE,,NONE,AE,,,10012,,,395
,NONE,NONE,,NONE,AE,,,10015,,,396
,NONE,NONE,,NONE,AE,,,10008,,,397
r,NONE,3.6,"R,Woollands;",NONE,AE,woollands,,29794,,,402
,NONE,NONE,"R,Woollands;",NONE,AE,,,77924,,,402
,NONE,NONE,"R,Woollands;",NONE,AE,,,63683,,,402
t,NONE,3.59,"T,Saxton-Fox;",NONE,AE,saxton-fox,,29800,,,412
,NONE,NONE,"T,Saxton-Fox;",NONE,AE,,,62174,,,412
g,NONE,3.52,"E,Wroblewski;",NONE,AE,wroblewski,,29803,,,416
,NONE,NONE,"E,Wroblewski;",NONE,AE,,,76498,,,416
,NONE,NONE,"E,Wroblewski;",NONE,AE,,,63684,,,416
,NONE,NONE,"H,Chew;",NONE,AE,,,36855,,,420
,NONE,NONE,"H,Chew;",NONE,AE,,,62978,,,420
,NONE,NONE,"H,Chew;",NONE,AE,,,59126,,,420
j,NONE,2.58,"J,Rovey;",NONE,AE,rovey,,29787,,,433
,NONE,NONE,"J,Rovey;",NONE,AE,,,63686,,,433
j,NONE,2.77,"J,Merret;",EXCELLENT,AE,merret,,57765,,False,442
m,NONE,2.91,"M,Lembeck;",NONE,AE,lembeck,,57766,,,442
,NONE,NONE,"A,Vakakis;",NONE,AE,,,73419,,,452
,NONE,NONE,"A,Vakakis;",NONE,AE,,,73428,,,452
,NONE,NONE,"A,Vakakis;",NONE,AE,,,73568,,,452
,NONE,NONE,,NONE,AE,,,36451,,,460
,NONE,NONE,,NONE,AE,,,58075,,,460
,NONE,NONE,,NONE,AE,,,58079,,,460
,NONE,NONE,,NONE,AE,,,36452,,,460
,NONE,NONE,,NONE,AE,,,36453,,,460
,NONE,NONE,,NONE,AE,,,36454,,,460
,NONE,NONE,,NONE,AE,,,36455,,,460
,NONE,NONE,,NONE,AE,,,36456,,,460
,NONE,NONE,,NONE,AE,,,36457,,,460
,NONE,NONE,,NONE,AE,,,70718,,,460
,NONE,NONE,,NONE,AE,,,65820,,,460
,NONE,NONE,,NONE,AE,,,65262,,,460
,NONE,NONE,,NONE,AE,,,65263,,,460
,NONE,NONE,,NONE,AE,,,36458,,,460
,NONE,NONE,,NONE,AE,,,58080,,,460
,NONE,NONE,,NONE,AE,,,64014,,,460
g,NONE,3.68,"G,Elliott;",NONE,AE,elliott,,36450,,,460
,NONE,NONE,"Y,Lu;",NONE,AE,,,54489,,,482
,NONE,NONE,"Y,Lu;",NONE,AE,,,54490,,,482
,NONE,NONE,"C,Tao;",NONE,AE,,,54491,,,482
,NONE,NONE,"C,Tao;",NONE,AE,,,59292,,,482
,NONE,NONE,"N,Chakraborty;",NONE,AE,,,63487,,,482
,NONE,NONE,"K,Hong;",NONE,AE,,,69206,,,482
,NONE,NONE,"N,Chakraborty;",NONE,AE,,,70611,,,482
,NONE,NONE,"Y,Baryshnikov;",NONE,AE,,,54488,,,482
,NONE,NONE,,NONE,AE,,,58056,,,483
,NONE,NONE,,NONE,AE,,,58057,,,483
,NONE,NONE,,NONE,AE,,,58058,,,483
,NONE,NONE,,NONE,AE,,,58059,,,483
,NONE,NONE,,NONE,AE,,,58060,,,483
,NONE,NONE,,NONE,AE,,,58061,,,483
,NONE,NONE,,NONE,AE,,,67446,,,483
,NONE,NONE,,NONE,AE,,,70717,,,483
,NONE,NONE,,NONE,AE,,,65949,,,483
t,NONE,3.92,"T,Bretl;",NONE,AE,bretl,,57767,,,483
,NONE,NONE,"D,Levin Fliflet;",NONE,AE,,,72131,,,485
,NONE,NONE,"D,Levin Fliflet;",NONE,AE,,,77923,,,485
,NONE,NONE,"D,Levin Fliflet;",NONE,AE,,,72132,,,485
,NONE,NONE,,NONE,AE,,,10019,,,497
d,NONE,3.42,"D,Bodony;",EXCELLENT,AE,bodony,,39788,,False,498
,NONE,NONE,"D,Bodony;",EXCELLENT,AE,,,65312,,False,498
f,NONE,3.53,"F,Panerai;",EXCELLENT,AE,panerai,,72133,,False,498
,NONE,NONE,"F,Panerai;",EXCELLENT,AE,,,72134,,False,498
p,NONE,3.73,"P,Ansell;",EXCELLENT,AE,ansell,,39791,,False,498
,NONE,NONE,"C,Langbort;",NONE,AE,,,29806,,,504
,NONE,NONE,"C,Langbort;",NONE,AE,,,77867,,,504
,NONE,NONE,"C,Langbort;",NONE,AE,,,63688,,,504
m,NONE,3.82,"M,Panesi;",NONE,AE,panesi,,69770,,,512
,NONE,NONE,"M,Panesi;",NONE,AE,,,69771,,,512
j,NONE,3.64,"J,Merret;",NONE,AE,merret,,60267,,,542
,NONE,NONE,"J,Merret;",NONE,AE,,,63704,,,542
,NONE,NONE,"J,Russell;",NONE,AE,,,29808,,,590
,NONE,NONE,"J,Russell;",NONE,AE,,,70304,,,590
,NONE,NONE,"J,Russell;",NONE,AE,,,63964,,,590
,NONE,NONE,,NONE,AE,,,10021,,,597
,NONE,NONE,,NONE,AE,,,10024,,,599
,NONE,NONE,"P,Hill;J,Scalzitti;M,Woody;",NONE,AFAS,,,31223,,,102
,NONE,NONE,"D,Bergman;P,Hill;J,Scalzitti;J,Timberlake;M,Woody;",NONE,AFAS,,,31224,,,102
,NONE,NONE,"B,Foxx;P,Hill;J,Scalzitti;M,Woody;",NONE,AFAS,,,31226,,,111
,NONE,NONE,"B,Foxx;P,Hill;J,Scalzitti;M,Woody;",NONE,AFAS,,,31230,,,111
,NONE,NONE,"E,Ashworth;A,Frey;J,Heidbreder;",NONE,AFAS,,,64677,,,120
,NONE,NONE,"P,Hill;J,Scalzitti;M,Woody;",EXCELLENT,AFAS,,,31236,,False,221
,NONE,NONE,"P,Hill;J,Scalzitti;M,Woody;",EXCELLENT,AFAS,,,50669,,False,221
,NONE,NONE,"S,Coats;P,Hill;J,Scalzitti;M,Woody;",NONE,AFAS,,,31241,,,331
,NONE,NONE,"P,Hill;J,Scalzitti;M,Woody;",NONE,AFAS,,,31243,,,341
,NONE,NONE,"P,Hill;J,Scalzitti;M,Woody;",NONE,AFAS,,,31245,,,341
r,NONE,3.25,"R,Bailey;",NONE,AFRO,bailey,,29810,,,100
e,NONE,3.37,"S,Ghosh;E,McDuffie;",EXCELLENT,AFRO,mcduffie,,47705,,False,101
e,NONE,3.38,"S,Ghosh;E,McDuffie;",EXCELLENT,AFRO,mcduffie,,47707,,False,101
,NONE,NONE,"E,McDuffie;",EXCELLENT,AFRO,,,36652,,False,101
,NONE,NONE,"E,Riggs;",NONE,AFRO,,,57511,,,106
,NONE,NONE,"D,Justice;",NONE,AFRO,,,76920,,,134
,NONE,NONE,"D,Justice;",NONE,AFRO,,,76921,,,134
,NONE,NONE,"D,Justice;",NONE,AFRO,,,76922,,,134
,NONE,NONE,"L,McKinnis;",EXCELLENT,AFRO,,,76923,,False,134
,NONE,NONE,"S,Leffingwell;",NONE,AFRO,,,71041,,,201
,NONE,NONE,"M,Pryor;",NONE,AFRO,,,71044,,,201
,NONE,NONE,"I,Tuhtasunov;",EXCELLENT,AFRO,,,74249,,True,201
e,NONE,3.68,"E,O'Byrn;",NONE,AFRO,o'byrn,,39602,,,224
,NONE,NONE,"E,O'Byrn;",OUTSTANDING,AFRO,,,67172,,False,227
e,NONE,3.63,"E,Moore;",EXCELLENT,AFRO,moore,,38492,,False,243
a,NONE,3.5,"A,Sullers;",NONE,AFRO,sullers,,73936,,,250
,NONE,NONE,"J,Claborn;",NONE,AFRO,,,55609,,,259
,NONE,NONE,"A,Burgos;K,Kelley;",EXCELLENT,AFRO,,,71410,,True,281
,NONE,NONE,"A,Burgos;K,Kelley;",EXCELLENT,AFRO,,,71414,,True,281
,NONE,NONE,"A,Burgos;K,Kelley;",EXCELLENT,AFRO,,,71418,,True,281
,NONE,NONE,"A,Burgos;Y,Lan;",NONE,AFRO,,,75270,,,281
,NONE,NONE,"A,Burgos;Y,Lan;",NONE,AFRO,,,75273,,,281
,NONE,NONE,"A,Burgos;Y,Lan;",NONE,AFRO,,,75276,,,281
,NONE,NONE,"A,Burgos;",NONE,AFRO,,,70107,,,281
,NONE,NONE,"D,Studamire;",NONE,AFRO,,,65001,,,310
,NONE,NONE,"R,Perkins-Williams;",NONE,AFRO,,,33765,,,310
,NONE,NONE,"C,Livingston;",NONE,AFRO,,,77818,,,310
,NONE,NONE,"C,Livingston;Y,Pak;R,Perkins-Williams;D,Studamire;",EXCELLENT,AFRO,,,33771,,False,310
,NONE,NONE,"M,Lyubansky;",NONE,AFRO,,,56234,,,312
,NONE,NONE,"R,Velasquez Estrada;",NONE,AFRO,,,77393,,,343
e,NONE,3.51,"E,McDuffie;",EXCELLENT,AFRO,mcduffie,,51826,,False,383
,NONE,NONE,"H,Neville;",EXCELLENT,AFRO,,,69260,,False,411
h,NONE,3.13,"H,Neville;",EXCELLENT,AFRO,neville,,60132,,False,411
,NONE,NONE,"B,Barnett;",NONE,AFRO,,,54751,,,421
,NONE,NONE,"B,Barnett;",NONE,AFRO,,,64991,,,421
,NONE,NONE,"L,Dash;",NONE,AFRO,,,64928,,,482
,NONE,NONE,,NONE,AFRO,,,57821,,,490
,NONE,NONE,"A,Sullers;",NONE,AFRO,,,57820,,,490
,NONE,NONE,"L,McKinnis;",NONE,AFRO,,,47231,,,498
,NONE,NONE,"L,McKinnis;",NONE,AFRO,,,47230,,,498
,NONE,NONE,"A,Williams;",EXCELLENT,AFRO,,,51973,,False,498
,NONE,NONE,"A,Williams;",EXCELLENT,AFRO,,,51974,,False,498
,NONE,NONE,,NONE,AFRO,,,62651,,,595
,NONE,NONE,"G,McWorter;",NONE,AFRO,,,77747,,,597
,NONE,NONE,"M,Nobili;",NONE,AFST,,,72868,,,111
,NONE,NONE,,NONE,AFST,,,10130,,,199
,NONE,NONE,"H,Hong;M,Nobili;",NONE,AFST,,,72888,,,213
,NONE,NONE,"M,Gathogo;E,Saadah;",NONE,AFST,,,36527,,,231
,NONE,NONE,"M,Gathogo;M,Muga;E,Saadah;",NONE,AFST,,,36529,,,231
,NONE,NONE,"M,Gathogo;E,Saadah;",NONE,AFST,,,36531,,,231
,NONE,NONE,"A,Witmer;",NONE,AFST,,,75542,,,233
,NONE,NONE,"M,Gathogo;E,Saadah;",NONE,AFST,,,56793,,,241
,NONE,NONE,"E,Moore;",EXCELLENT,AFST,,,43136,,False,243
,NONE,NONE,"M,Gathogo;E,Saadah;",NONE,AFST,,,36547,,,251
,NONE,NONE,"M,Gathogo;E,Saadah;",NONE,AFST,,,46239,,,405
,NONE,NONE,"M,Gathogo;E,Saadah;",NONE,AFST,,,59281,,,407
,NONE,NONE,"M,Gathogo;D,Maweu;E,Saadah;",NONE,AFST,,,44178,,,433
,NONE,NONE,"M,Gathogo;E,Saadah;",NONE,AFST,,,70132,,,433
,NONE,NONE,"M,Gathogo;E,Saadah;",NONE,AFST,,,40593,,,435
,NONE,NONE,"M,Gathogo;E,Saadah;",NONE,AFST,,,36642,,,443
,NONE,NONE,"M,Gathogo;E,Saadah;",NONE,AFST,,,46169,,,445
,NONE,NONE,"M,Gathogo;E,Saadah;",NONE,AFST,,,36649,,,451
,NONE,NONE,,NONE,AFST,,,71109,,,490
,NONE,NONE,,NONE,AFST,,,10134,,,550
,NONE,NONE,,NONE,AFST,,,10137,,,599
o,NONE,3.81,"O,Roberts;",EXCELLENT,AGCM,roberts,,38779,,False,220
